BD,Country,lus,Update,Daily request,Publisher name,Seller id,Category,Detailed Category,App bundle,App Name,Integration,Play Store/App Store Link,FullAppAdsURL,Ad format,Top GEOs,Domain,TradPlus direct adstxt,是否添加,配置ttd白名单,Media Kit,,,,,,,,,,
Bella,US,Overseas,,0,megaclick,114247,Games,益智解谜,1441964326,Jumpy Wheels‪!‬,RTB,https://apps.apple.com/us/app/jumpy-wheels/id1441964326,https://www.jumpywheels.com/app-ads.txt,Display & Video,"US, CA, JP, MX, BR, ES, GB, DE ",,,,,,,,,,,,,,,
Bella,US,Overseas,,14682993,megaclick,114247,Tools,健康健美,6443460034,ReminderDrink,RTB,https://apps.apple.com/us/app/reminderdrink/id6443460034,https://www.reminderdrink.com/app-ads.txt,Display & Video,"US, CA, JP, MX, BR, ES, GB, DE ",,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,新闻,6759146811367238757,Times Internet Limited,RTB,https://play.google.com/store/apps/dev?id=6759146811367238757,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,,1466956,Times Internet,114007,Reading,新闻,com.mt.reader,Marathi News Maharashtra Times,RTB,https://play.google.com/store/apps/details?id=com.mt.reader,https://maharashtratimes.com/app-ads.txt,Display,"IN,US",,,,,,,,,,,,,,,
Bella,India,Overseas,,89868,Times Internet,114007,Reading,新闻,com.et.reader.activities,Economic Times - Business News,RTB,https://play.google.com/store/apps/details?id=com.et.reader.activities,https://economictimes.indiatimes.com/app-ads.txt,Display,"IN,US",,,,,,,,,,,,,,,
Bella,India,Overseas,,186508,Times Internet,114007,Reading,新闻,com.til.telugusamayam,Telugu News App Live - Samayam,RTB,https://play.google.com/store/apps/details?id=com.til.telugusamayam,https://telugu.samayam.com/app-ads.txt,Display,"IN,US",,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,-,com.til.mt,MT IOS Apps,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,3074381,Times Internet,114007,Reading,-,com.nbt.reader,NBT Android Apps,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,-,com.til.nbt,NBT IOS Apps,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,新闻,com.til.tamilsamayam,TAMIL SAMAYAM ANDROID,RTB,http://tamil.samayam.com/,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,241566,Times Internet,114007,Reading,-,com.vk.reader,VijayKarnataka Android Apps,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,-,com.til.ETiphone,ET IOS Apps,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,651985,Times Internet,114007,Reading,新闻,com.eisamay.reader,Eisamay Android Apps,RTB,https://eisamay.com/,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,-,in.til.popkorn,ETIMES AOS,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,4183444,Times Internet,114007,Reading,-,com.toi.reader.activities,TOI AOS,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,0,Times Internet,114007,Reading,-,987892101,ETIMES IOS,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.1.2,314732,Times Internet,114007,Reading,-,427589329,TOI IOS,RTB,APK,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.3.4,0,Times Internet,114007,Reading,新闻,674365887,Maharashtra Times-Marathi News,RTB,https://apps.apple.com/us/app/maharashtra-times-marathi-news/id674365887,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,India,Overseas,2024.3.4,0,Times Internet,114007,Reading,新闻,656093141,Navbharat Times - Hindi News,RTB,https://apps.apple.com/us/app/navbharat-times-hindi-news/id656093141,等待对方添加中,Display,IN/ID/US,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,8251197,百度,114802,Games,益智解谜,com.ocean.crush.master.game,Ocean Crush-Matching Games,Prebid,https://play.google.com/store/apps/details?id=com.ocean.crush.master.game,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,3500429,百度,114802,Games,益智解谜,com.fkxc.colorblockpuzzle,Color Block Puzzle APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,1189481,百度,114802,Games,益智解谜,com.block.puzzle.game.club.pine.incon,Gem Block Puzzle,Prebid,https://play.google.com/store/apps/details?id=com.block.puzzle.game.club.pine.incon,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,340966,百度,114802,Games,益智解谜,com.goodies.crush.three.game,Goodies Crush APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,330015,百度,114802,Games,益智解谜,com.link.magicjewelblast,Magic Jewel Blast APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,313936,百度,114802,Games,益智解谜,com.bubble2.game.match,Bubble Match APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,260115,百度,114802,Games,益智解谜,com.forest.match.fm3.game,Forest Match 3 APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,249735,百度,114802,Games,益智解谜,com.three.royale.game3,Royal Blast APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,209472,百度,114802,Games,益智解谜,com.tile.match.master.tmm,Tiles Match Master APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,185330,百度,114802,Games,益智解谜,com.animal.blastmatch,Animal Blast Match APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,165314,百度,114802,Games,益智解谜,com.plus.block.puzzle.game,Block Puzzle Plus APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,157626,百度,114802,Games,益智解谜,com.forest.bubble.shooter.ppl,Forest Bubble Shooter APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,143147,百度,114802,Games,益智解谜,com.space.block.puzzle.game,Block Puzzle Space APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,120051,百度,114802,Games,益智解谜,com.sushi.blast.game.r2,Sushi Blast APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,106300,百度,114802,Games,益智解谜,com.animal.animalcrushmatch,Animal Crush Match APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,95857,百度,114802,Games,益智解谜,com.hcxg.fruitmergewatermelon,Fruit Merge Watermelon APK,Prebid,APK,https://www.driftech.online/app-ads.txt,,,,,,,,,,,,,,,,,
Roya,China-Shanghai,Domestic,,639674842,mangatoon,112686,Reading,漫画,mobi.mangatoon.comics.aphone,MangaToon - Manga Reader,RTB,https://play.google.com/store/apps/details?id=mobi.mangatoon.comics.aphone,https://mangatoon.mobi/app-ads.txt,Display,"ID, VN, LATAM",,,,,,,,,,,,,,,
Roya,China-Shanghai,Domestic,,2135883,mangatoon,112686,Reading,小说,mobi.mangatoon.novel,NovelToon: Baca Cerita Fiksi,RTB,https://play.google.com/store/apps/details?id=mobi.mangatoon.novel,https://mangatoon.mobi/app-ads.txt,Display,"ID, VN, LATAM",,,,,,,,,,,,,,,
Roya,China-Shanghai,Domestic,,625642457,mangatoon,112686,Reading,小说,mobi.mangatoon.novel.portuguese,NovelToon: Read & Tell Stories,RTB,https://play.google.com/store/apps/details?id=mobi.mangatoon.novel.portuguese,https://mangatoon.mobi/app-ads.txt,Display,"ID, VN, LATAM",,,,,,,,,,,,,,,
Bella,India,Overseas,,768411528,truecaller,114933,Tools,通讯,com.truecaller,Truecaller: Caller ID & Block,RTB,https://play.google.com/store/apps/details?id=com.truecaller,https://www.truecaller.com/app-ads.txt,Display,"IN, ID",,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,,181925,boomplay,114871,Social Entertainment,音乐播放器,com.afmobi.boomplayer,Boomplay: Music Downloader,RTB,https://play.google.com/store/apps/details?id=com.afmobi.boomplayer,/,Display,ID US RU BR VN,,,,,,,,,,,,,,,
Roya,US,Overseas,,0,Tropicgames,115423,Games,动作竞技,com.zact.water.park.stuntman.game.free,Super Water Stuntman Run 2021,RTB,https://play.google.com/store/apps/details?id=com.zact.water.park.stuntman.game.free,https://tropicsgames.com/app-ads.txt,Display & Video,"US，CA, MX, GB, AU, BR",,,,,,,,,,,,,,,
Bella,India,Overseas,,1244885106,Pocket fm,115168,Social Entertainment,视频播放,com.radio.pocketfm,Pocket FM: Audio Series,Tag,https://play.google.com/store/apps/details?id=com.radio.pocketfm,https://www.pocketfm.com/app-ads.txt,Video,US,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,121286685,多比特 dopuzgames,115258,Games,益智解谜,com.dopuz.klotski.riddle,Numpuz (数字华容道),RTB,https://play.google.com/store/apps/details?id=com.dopuz.klotski.riddle,https://dopuzgames.com/app-ads.txt,Display & Video,"BR, VN, IN,MX",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,15715013,多比特 dopuzgames,115258,Games,文字消除,com.dupuz.game2048.yellow,2048 Charm: Classic & New 2048 Number Puzzle Game,RTB,https://play.google.com/store/apps/details?id=com.dupuz.game2048.yellow,https://dopuzgames.com/app-ads.txt,Display & Video,"TW, PH",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,54014215,多比特 dopuzgames,115258,Games,益智解谜,water.color.sort.puzzle.games,Water Sort Jigsaw: Color Sort,RTB,https://play.google.com/store/apps/details?id=water.color.sort.puzzle.games,https://dopuzgames.com/app-ads.txt,Display & Video,RU,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,0,多比特 dopuzgames,115258,Games,动作竞技,com.dopuz.jump.stack,Ball Bounce,RTB,https://play.google.com/store/apps/details?id=com.dopuz.jump.stack,https://dopuzgames.com/app-ads.txt,Display & Video,TW,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,23145936,多比特 dopuzgames,115258,Games,益智解谜,com.dopuz.panda.saga,Bubble Shooter: Bubble Pop,RTB,https://play.google.com/store/apps/details?id=com.dopuz.panda.saga,https://dopuzgames.com/app-ads.txt,Display & Video,IN,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,16252887,多比特 dopuzgames,115258,Games,文字消除,com.newsudoku.number.maze,Bubble Shooter: Ball Game,RTB,https://play.google.com/store/apps/details?id=com.newsudoku.number.maze,https://dopuzgames.com/app-ads.txt,Display & Video,IN,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,6709354,多比特 dopuzgames,115258,Games,棋牌桌游,go.strategy.puzzle.board.games,囲碁アプリ：初心者向けの対局教室 Go Baduk,RTB,https://play.google.com/store/apps/details?id=go.strategy.puzzle.board.games,https://dopuzgames.com/app-ads.txt,Display & Video,"KR,JP,TW",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,314635492,多比特 dopuzgames,115258,Games,益智解谜,sortpuz.water.sort.puzzle.game,SortPuz: 3D Color Water Sort Puzzle,RTB,https://play.google.com/store/apps/details?id=sortpuz.water.sort.puzzle.game,https://sortpuzgame.com/app-ads.txt,Display & Video,"IS,IN,CO,BR",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,0,多比特 dopuzgames,115258,Games,动作竞技,tic.tac.toe.xoxo.xo.two.player,Tic Tac Toe 2 Player: XOXO,RTB,https://play.google.com/store/apps/details?id=tic.tac.toe.xoxo.xo.two.player,https://joypuzstudio.com/app-ads.txt,Display & Video,VN,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,136240,多比特 dopuzgames,115258,Games,动作竞技,two.three.four.player.game.mini.games,2 3 4 Player Games:House Party,RTB,https://play.google.com/store/apps/details?id=two.three.four.player.game.mini.games,https://joypuzstudio.com/app-ads.txt,Display & Video,"VN,TR,CO,PH,ID",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,0,多比特 dopuzgames,115258,Games,动作竞技,two.player.online.games.finger.tap.battle,Two Player Games: 2 Player 1v1,RTB,https://play.google.com/store/apps/details?id=two.player.online.games.finger.tap.battle,https://joypuzstudio.com/app-ads.txt,Display & Video,"VN,KR,BR,PO,ID,US",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,241499,多比特 dopuzgames,115258,Games,益智解谜,bubble.shooter.pop.games.pet.rescue,Bubble Shooter: Ball Game,RTB,https://play.google.com/store/apps/details?id=bubble.shooter.pop.games.pet.rescue,https://joypuzstudio.com/app-ads.txt,Display & Video,IN,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,,0,多比特 dopuzgames,115258,Games,棋牌桌游,com.dupuz.checkers.checkmate&hl=en,Chess Kingdom : Online Chess,RTB,https://play.google.com/store/apps/details?id=com.dupuz.checkers.checkmate&hl=en,https://dopuzgames.com/app-ads.txt,Display & Video,"IN,VN,BR,MX,TR",,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.3.29,,多比特 dopuzgames,37847,Games,益智解谜,com.block.game.jigsaw.puzzles,BlockPuz: Block Puzzle Games,SDK,https://play.google.com/store/apps/details?id=com.block.game.jigsaw.puzzles,https://rejoystudio.com/app-ads.txt ,Display & Video,US GE JP RU MX IN,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.3,,多比特 dopuzgames,37847,Games,益智解谜,happy.pixel.coloring.art.color.games,Pixel Art Games: Pixel Color,RTB,https://play.google.com/store/apps/details?id=happy.pixel.coloring.art.color.games,https://rejoystudio.com/app-ads.txt,Display & Video,US BR MX,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.3,,多比特 dopuzgames,37847,Games,文字消除,text.or.words.games,Words to Win,RTB,https://play.google.com/store/apps/details?id=text.or.words.games,https://rejoystudio.com/app-ads.txt,Display & Video,MX RU DE ES,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.3,,多比特 dopuzgames,37847,Games,文字消除,com.fingerlab.block.wordgame,Aplasta Palabras: Word Games,RTB,https://play.google.com/store/apps/details?id=com.fingerlab.block.wordgame,https://rejoystudio.com/app-ads.txt,Display & Video,MX ES US,,,,,,,,,,,,,,,
Roya,China-Wuhan,Domestic,2024.4.3,,多比特 dopuzgames,37847,Games,棋牌桌游,gomoku.tic.tac.toe.gobang,Gomoku: Board Games,RTB,https://play.google.com/store/apps/details?id=gomoku.tic.tac.toe.gobang,https://rejoystudio.com/app-ads.txt,Display & Video,KR TW JP,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,42315173,Loklok人人视频,114499,Social Entertainment,长视频,com.artem.scotepio,Loklok-Dramas&Movies,RTB,https://play.google.com/store/apps/details?id=com.artem.scotepio                                                  ,https://loklok.site/app-ads.txt                           ,Display & Video,ID/MY/PH,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,0,Loklok人人视频,114499,Social Entertainment,长视频,com.kotar.sagittario,Loklok Clip Craze&TV Moments,RTB,https://play.google.com/store/apps/details?id=com.kotar.sagittario,https://loklok.video/app-ads.txt,Display & Video,ID/MY/PH,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,25058693,Loklok人人视频,114499,Social Entertainment,短视频,com.tarparos.phigaea,Loklok assistant for Dramas,RTB,https://play.google.com/store/apps/details?id=com.tarparos.phigaea,https://loklok.site/app-ads.txt                           ,Display & Video,ID/MY/PH,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,14423421,Loklok人人视频,114499,Social Entertainment,-,com.tv.loklok,Loklok-Dramas&Movies,RTB,APK,https://loklok.site/app-ads.txt                           ,Display & Video,ID/MY/PH,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,2004144,Loklok人人视频,114499,Social Entertainment,长视频,com.captha.didymoi,"HiTV - HD Drama, Film, TV Show",RTB,https://play.google.com/store/apps/details?id=com.captha.didymoi,https://loklok.site/app-ads.txt                           ,Display & Video,ID/MY/PH,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,1000915,Loklok人人视频,114499,Social Entertainment,长视频,com.centaurus.moras,iokiok - Asian Dramas & Movies,RTB,https://play.google.com/store/apps/details?id=com.centaurus.moras,https://loklok.site/app-ads.txt                           ,Display & Video,ID/MY/PH,,,,,,,,,,,,,,,
Roya,India,Overseas,,387338038,Verse,115526,Social Entertainment,短视频,com.eterno&hl=en_IN,Daily hunt,RTB,https://play.google.com/store/apps/details?id=com.eterno&hl=en_IN,媒体添加中,Display & Video,"IN, ID, AU",,,,,,,,,,,,,,,
Roya,India,Overseas,,11656017,Verse,115526,Social Entertainment,短视频,com.eterno.shortvideos,Josh,RTB,https://play.google.com/store/apps/details?id=com.eterno.shortvideos,https://share.myjosh.in/app-ads.txt,Display & Video,"IN, ID, AU",,,,,,,,,,,,,,,
Roya,India,Overseas,,395679,Verse,115526,Social Entertainment,短视频,com.eterno.shortvideos.lite,Josh lite,RTB,https://play.google.com/store/apps/details?id=com.eterno.shortvideos.lite,媒体添加中,Display & Video,"IN, ID, AU",,,,,,,,,,,,,,,
Roya,India,Overseas,,1987886,Verse,115526,Social Entertainment,新闻短视频,com.newsdistill.mobile,PublicVibe,RTB,https://play.google.com/store/apps/details?id=com.newsdistill.mobile,https://www.publicvibe.com/app-ads.txt,Display & Video,"IN, ID, AU",,,,,,,,,,,,,,,
Roya,India,Overseas,,59478279,Verse,115526,Social Entertainment,新闻短视频,com.eterno,Dailyhunt: Xpresso News Videos,RTB,https://play.google.com/store/apps/details?id=com.eterno,/,Display & Video,"IN, ID, AU",,,,,,,,,,,,,,,
Roya,India,Overseas,,1781272,Verse,115526,Social Entertainment,新闻短视频,338525188,Dailyhunt: Xpresso News Videos,RTB,https://apps.apple.com/tr/app/dailyhunt-xpresso-news-videos/id338525188,/,Display & Video,"IN, ID, AU",,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,2254514,Lambda,115617,Tools,桌面壁纸,com.cutepet.shimeji,Shimeji - DIY my lovely friend,RTB,https://play.google.com/store/apps/details?id=com.cutepet.shimeji,https://d18kxkkowv9fwm.cloudfront.net/,Display & Video,US PH BR CL IN ,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,36937331,Lambda,115617,Games,模拟游戏,com.coolguy.desktoppet,Pixel Shimeji - Desktop Pet,RTB,https://play.google.com/store/apps/details?id=com.coolguy.desktoppet,媒体添加中,Display & Video,US MX VE PH TH,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,25358326,Lambda,115617,Games,益智解谜,com.ragdollbreak.game,Ragdoll Break,RTB,https://play.google.com/store/apps/details?id=com.ragdollbreak.game,媒体添加中,Display & Video,US MX VE PH TH,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,25355478,Lambda,115617,Tools,健康健美,com.statistic.bloodpressure.healthmonitor.diary,Blood Pressure: Health Tracker,RTB,https://play.google.com/store/apps/details?id=com.statistic.bloodpressure.healthmonitor.diary,/,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,2160895,Lambda,115617,Games,文字消除,in.playsimple.tripcross,Crossword Jam,RTB,https://play.google.com/store/apps/details?id=in.playsimple.tripcross,https://playsimple.in/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,546327,Lambda,115617,Games,模拟游戏,tr.com.apps.fashion.battle,Fashion Battle - Dress up game,RTB,https://play.google.com/store/apps/details?id=tr.com.apps.fashion.battle,https://apps.com.tr/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,281182,Lambda,115617,Games,动作竞技,com.downhill.bus.racing.nearme.gamecenter,Downhill Bus Racing Stunts,RTB,https://play.google.com/store/apps/details?id=com.downhill.bus.racing.nearme.gamecenter,https://bigboomweekend.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,231971,Lambda,115617,Games,文字消除,in.playsimple.wordtrip,Word Trip,RTB,https://play.google.com/store/apps/details?id=in.playsimple.wordtrip,https://playsimple.in/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,189684,Lambda,115617,Games,益智解谜,com.zombieapocalyps.nearme.gamecenter,Zombie Apocalypse,RTB,https://play.google.com/store/apps/details?id=com.zombieapocalyps.nearme.gamecenter,https://biancollo.net/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,188490,Lambda,115617,Games,益智解谜,1617391485,Block Blast!,RTB,https://apps.apple.com/tr/app/block-blast/id1617391485,https://www.hungrystudio.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,177437,Lambda,115617,Games,动作竞技,com.tennisballbounceadd.nearme.gamecenter,Tennis Ball,RTB,https://play.google.com/store/apps/details?id=com.tennisballbounceadd.nearme.gamecenter,https://frinaseloko.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,173062,Lambda,115617,Games,益智解谜,com.colorjump.nearme.gamecenter,Falling Balls Mania,RTB,https://play.google.com/store/apps/details?id=com.colorjump.nearme.gamecenter,https://krisappforu.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,160816,Lambda,115617,Games,益智解谜,1530876832,Match Triple 3D: Matching Tile,RTB,https://apps.apple.com/tr/app/match-triple-3d-matching-tile/id1530876832,https://lihuhugames.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,156831,Lambda,115617,Games,模拟游戏,com.soulcastry.virtualdroid2,Virtual Droid 2,RTB,https://play.google.com/store/apps/details?id=com.soulcastry.virtualdroid2,https://castryve.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,155135,Lambda,115617,Games,益智解谜,com.boomrocket.nearme.gamecenter,Boom Rocket Game,RTB,https://play.google.com/store/apps/details?id=com.boomrocket.nearme.gamecenter,https://krisappforu.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,148311,Lambda,115617,Games,益智解谜,com.maxparking.nearme.gamecenter,Car Parking Game,RTB,https://play.google.com/store/apps/details?id=com.maxparking.nearme.gamecenter,https://digitalrescue.dev/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,148099,Lambda,115617,Games,音乐游戏,com.pianoballs.nearme.gamecenter,Piano Balls Challenge,RTB,https://play.google.com/store/apps/details?id=com.pianoballs.nearme.gamecenter,https://frinaseloko.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,143582,Lambda,115617,Games,益智解谜,com.marbles.m2048.unusual.unite,Unusual marbles 2048,RTB,https://play.google.com/store/apps/details?id=com.marbles.m2048.unusual.unite,https://d2tkae5hl110l4.cloudfront.net/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,141553,Lambda,115617,Games,动作竞技,com.sniper.warsurvival.nearme.gamecenter,Army Sniper Shooter,RTB,https://play.google.com/store/apps/details?id=com.sniper.warsurvival.nearme.gamecenter,https://kloitro.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,138782,Lambda,115617,Games,益智解谜,com.indian.border.animal.nearme.gamecenter,Indian Border Animal Simulator,RTB,https://play.google.com/store/apps/details?id=com.indian.border.animal.nearme.gamecenter,https://bigboomweekend.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,132660,Lambda,115617,Games,益智解谜,com.sweetcandy.creamrain.nearme.gamecenter,Cream Candy Rain,RTB,https://play.google.com/store/apps/details?id=com.sweetcandy.creamrain.nearme.gamecenter,https://forelementaries.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,131898,Lambda,115617,Games,动作竞技,com.offroad.racing.nearme.gamecenter,Racing on Bike Moto Stunt,RTB,https://play.google.com/store/apps/details?id=com.offroad.racing.nearme.gamecenter,https://digitalrescue.dev/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,129162,Lambda,115617,Games,益智解谜,com.fruit.splash.nearme.gamecenter,Fruit Candy Splash,RTB,https://play.google.com/store/apps/details?id=com.fruit.splash.nearme.gamecenter,https://forelementaries.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,129128,Lambda,115617,Games,益智解谜,com.modernsnake.nearme.gamecenter,Modern Snake,RTB,https://play.google.com/store/apps/details?id=com.modernsnake.nearme.gamecenter,https://frinaseloko.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,126984,Lambda,115617,Games,益智解谜,com.candy.heroes.mania.nearme.gamecenter,Candy Heroes Mania,RTB,https://play.google.com/store/apps/details?id=com.candy.heroes.mania.nearme.gamecenter,https://janmarki.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,124232,Lambda,115617,Tools,生活方式,com.nimdee2.lifequote.nearme.gamecenter,Life Quotes,RTB,https://play.google.com/store/apps/details?id=com.nimdee2.lifequote.nearme.gamecenter,https://grandixdevs.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,123338,Lambda,115617,Games,益智解谜,com.fruit.sweet.blast.nearme.gamecenter,Fruit Candy Blast Sweet Match,RTB,https://play.google.com/store/apps/details?id=com.fruit.sweet.blast.nearme.gamecenter,https://janmarki.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,118986,Lambda,115617,Games,益智解谜,1496354836,Woodoku - Wood Block Puzzles,RTB,https://apps.apple.com/tr/app/woodoku-wood-block-puzzles/id1496354836,https://tripledotstudios.com/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,107328,Lambda,115617,Games,益智解谜,com.soccerping.nearme.gamecenter,Soccer Ping,RTB,https://play.google.com/store/apps/details?id=com.soccerping.nearme.gamecenter,https://biancollo.net/app-ads.txt,,,,,,,,,,,,,,,,,
Vasilia,China-Guangzhou,Domestic,,104622,Lambda,115617,Games,益智解谜,com.ballhop.nearme.gamecenter,Ball Hop: Bounce and Conquer!,RTB,https://play.google.com/store/apps/details?id=com.ballhop.nearme.gamecenter,https://daxappije.com/app-ads.txt,,,,,,,,,,,,,,,,,
