BD,Country,lus,Update,Daily request,Publisher name,Seller id,Category,Detailed Category,App bundle,App Name,Integration,Play Store/App Store Link,FullAppAdsURL,Ad format,Top GEOs,Domain,TradPlus direct adstxt,是否添加,配置ttd白名单,Media Kit,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,84892368,传音Transsion,/,OEM,厂商,com.transsion.XOSLauncher,HiOS Launcher - Fast,RTB,https://play.google.com/store/apps/details?id=com.transsion.XOSLauncher,https://toolgroup.shalltry.com/app-ads.txt,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,27557187,传音Transsion,/,OEM,厂商,com.transsion.hilauncher,HiOS Launcher - Fast,RTB,https://play.google.com/store/apps/details?id=com.transsion.hilauncher,https://toolgroup.shalltry.com/app-ads.txt,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,7137987,传音Transsion,/,OEM,厂商,free.vpn.unblock.proxy.vpn.master.pro,VPN Proxy Master - Safer Vpn,RTB,https://play.google.com/store/apps/details?id=free.vpn.unblock.proxy.vpn.master.pro,https://vpnproxymaster.com/app-ads.txt,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,3853681,传音Transsion,/,OEM,厂商,com.transsnet.store,Samaya Palmstore APK,RTB,APK,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,1037256,传音Transsion,/,OEM,厂商,com.community.oneroom,"MovieBox-Asian Drama,HD Movies APK",RTB,APK,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,1028664,传音Transsion,/,OEM,厂商,com.sukhavati.gotoplaying.bubble.BubbleShooter.mint.aha,Bubble Shooter - Global Battle,RTB,https://play.google.com/store/apps/details?id=com.sukhavati.gotoplaying.bubble.BubbleShooter.mint.aha,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,531018,传音Transsion,/,OEM,厂商,com.transsion.phonemaster,Phone Master,RTB,APK,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,293690,传音Transsion,/,OEM,厂商,com.talpa.hibrowser,Hola Browser-Private&Fast web,RTB,https://play.google.com/store/apps/details?id=com.talpa.hibrowser,https://www.ahagamecenter.com/app-ads.txt,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,108791,传音Transsion,/,OEM,厂商,com.runninggame.street.runner,Street Runner – Running Game,RTB,https://play.google.com/store/apps/details?id=com.runninggame.street.runner,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,170030,传音Transsion,/,OEM,厂商,com.joylife.talkingkitty.runner,Talking Kitty Runner: Pet Run,RTB,https://play.google.com/store/apps/details?id=com.joylife.talkingkitty.runner,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,4303271,传音Transsion,/,OEM,厂商,com.relic.adventure.run,Relic Adventure Run,RTB,https://play.google.com/store/apps/details?id=com.relic.adventure.run,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,153113,传音Transsion,/,OEM,厂商,beatmaker.edm.musicgames.PianoGames,Piano Fire: Edm Music & Piano,RTB,https://play.google.com/store/apps/details?id=beatmaker.edm.musicgames.PianoGames,https://www.adaric.com/app-ads.txt,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,2024.2.29,975054,传音Transsion,/,OEM,厂商,com.water.sort.ball.game.puzzle2048.dop.free.huawei,ColorWaterSort:Brain Game,RTB,https://play.google.com/store/apps/details?id=com.water.sort.ball.game.puzzle2048.dop.free.huawei,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,,802436,传音Transsion,/,OEM,厂商,com.transsion.XOSLauncher.upgrade,XOS Launcher,RTB,APK,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,,463990,传音Transsion,/,OEM,厂商,com.transsion.hilauncher.upgrade,HiOS Launcher,RTB,APK,/,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,,88183,传音Transsion,/,OEM,厂商,com.zaz.translate,Hi Translate - Chat translator,RTB,https://play.google.com/store/apps/details?id=com.zaz.translate,https://toolgroup.shalltry.com/app-ads.txt,Display,ID RU SAU BR Midlle east TH,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,0,camscanner,112287,Tools,办公软件,388624839,CamScanner + | PDF Scanner ,RTB,https://apps.apple.com/ae/app/imo-international-calls-chat/id388624839,https://www.camscanner.com/app-ads.txt,Display,HK,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,9586234,camscanner,112287,Tools,办公软件,com.intsig.camscanner,CamScanner,RTB,https://play.google.com/store/apps/details?id=com.intsig.camscanner,https://www.camscanner.com/app-ads.txt,Display,"IN, US, GB, FR… ",,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,,768762,camscanner,112287,Tools,办公软件,388627783,CamScanner - PDF Scanner App,RTB,https://apps.apple.com/tr/app/camscanner-pdf-scanner-app/id388627783,https://www.camscanner.com/app-ads.txt,,,,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,19016746876,likee,112109,Social Entertainment,社交,com.imo.android.imoim,imo,RTB,https://play.google.com/store/apps/details?id=com.imo.android.imoim,https://imo.im/app-ads.txt ,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,2646238719,likee,112109,Social Entertainment,社交,com.imo.android.imoimbeta,imo beta -video calls and chat,RTB,https://play.google.com/store/apps/details?id=com.imo.android.imoimbeta,https://imo.im/app-ads.txt ,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,668526532,likee,112109,Social Entertainment,社交,336435697,imo-International Calls & Chat,RTB,https://apps.apple.com/ae/app/imo-international-calls-chat/id336435697,https://imo.im/app-ads.txt ,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,3162837728,likee,112109,Social Entertainment,社交,com.imo.android.imoimhd,imo HD - Video Calls and Chats,RTB,https://play.google.com/store/apps/details?id=com.imo.android.imoimhd,https://imo.im/app-ads.txt ,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,178492693,likee,112109,Social Entertainment,短视频,video.like,Likee - Short Video Community,RTB,https://play.google.com/store/apps/details?id=video.like,https://likee.video/app-ads.txt,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,0,likee,112109,Social Entertainment,短视频,video.like.lite,Likee Lite - Funny videos,RTB,https://play.google.com/store/apps/details?id=video.like.lite,https://likee.video/app-ads.txt,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,51015105,likee,112109,Social Entertainment,短视频,1251790681,Likee - Short Video Community,RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id1251790681,https://likee.video/app-ads.txt,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,China-Guangzhou,Domestic,,0,likee,112109,Social Entertainment,短视频,sg.bigo.ludolegend,Ludo Talent - Game & Chatroom,RTB,https://play.google.com/store/apps/details?id=sg.bigo.ludolegend,https://likee.video/app-ads.txt,Display & Video,"SA, AE, PK, MY, US, ID, IN… ",,,,,,,,,,,,,,,
Bella,Indonesia,Overseas,,1105735,VIU,113316,Social Entertainment,长视频,com.viu.phone,Viu,Tag,https://play.google.com/store/apps/details?id=com.viu.phone,https://www.viu.com/ads.txt,Display,ID,,,,,,,,,,,,,,,
Bella,Indonesia,Overseas,,0,VIU,113316,Social Entertainment,长视频,1044543328,Viu -Stream TV Shows & Serials,Tag,https://apps.apple.com/my/app/viu-stream-tv-shows-serials/id1044543328,https://www.viu.com/ads.txt,Display,ID,,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,386434,meitu,12332,Tools, 图片编辑,622434129,"BeautyPlus-Edit,Retouch,Filter",RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id622434129,https://app.beautyplus.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,346030,meitu,1233,Tools, 图片编辑,com.meitu.meiyancamera,Beautycam- Selfie Editor,RTB,https://play.google.com/store/apps/details?id=com.meitu.meiyancamera,http://meiyan.meipai.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,1176220,meitu,1233,Tools, 图片编辑,592331499,Beautycam- Selfie Editor,RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id592331499,http://meiyan.meipai.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,5461668,meitu,1233,Tools, 图片编辑,com.mt.mtxx.mtxx,Meitu- Photo & Video Editor,RTB,https://play.google.com/store/apps/details?id=com.mt.mtxx.mtxx,https://mt.meipai.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,752036,meitu,12332,Tools, 图片编辑,com.commsource.beautyplus,"BeautyPlus - Retouch, Filters",RTB,https://play.google.com/store/apps/details?id=com.commsource.beautyplus,https://app.beautyplus.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,160961,meitu,12332,Tools, 图片编辑,998411110,AirBrush - Best Photo Editor,RTB,https://apps.apple.com/tr/app/airbrush-best-photo-editor/id998411110,http://appairbrush.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,110338,meitu,1233,Tools, 图片编辑,com.magicv.airbrush,AirBrush,RTB,https://play.google.com/store/apps/details?id=com.magicv.airbrush,https://appairbrush.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,538593,meitu,1233,Tools, 图片编辑,com.meitu.makeup,MakeupPlus - Virtual Makeup,RTB,https://play.google.com/store/apps/details?id=com.meitu.makeup,http://makeup.meitu.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,450627,meitu,1233,Tools, 图片编辑,973337925,MakeupPlus - Virtual Makeup,RTB,https://apps.apple.com/ph/app/makeupplus-virtual-makeup/id973337925,http://makeup.meitu.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,13630808,meitu,1233,Tools, 图片编辑,416048305,Meitu- Photo & Video Editor,RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id416048305,http://meiyan.meipai.com/app-ads.txt,Display,"TH, VN, JP, BR, US, ID, IN, KR, PH, MY",,,,,,,,,,,,,,,
Bella,China-Beijing,Domestic,,2429263,meitu,1233,Tools, 图片编辑,com.pixlud.beautypluscam,Beauty Plus Cam -Selfie Editor,RTB,https://play.google.com/store/apps/details?id=com.pixlud.beautypluscam,https://ludapp.com/app-ads.txt,Display & Video,IN,,,,,,,,,,,,,,,
Lila,South Korea,Overseas,2024.1.8,59624447,skplanet,116045,Tools,积分墙,com.skplanet.ocb.locker,오락 - 만보기 잠금화면 뉴스 앱테크,RTB,https://play.google.com/store/apps/details?id=com.skplanet.ocb.locker,https://www.okcashbag.com/app-ads.txt ,Display,KR,,,,,,,,,,,,,,,
Lila,South Korea,Overseas,2024.1.8,1755610194,skplanet,116045,Tools,积分墙,com.skmc.okcashbag.home_google,OK캐쉬백 [즐거움이 포인트다],RTB,https://play.google.com/store/apps/details?id=com.skmc.okcashbag.home_google,https://www.okcashbag.com/app-ads.txt ,Display,KR,,,,,,,,,,,,,,,
Lila,South Korea,Overseas,2024.1.8,19673898,skplanet,116045,Tools,积分墙,358731598,OK Cashbag iOS,RTB,APK,https://www.okcashbag.com/app-ads.txt ,Display & Video,KR,,,,,,,,,,,,,,,
Lila,South Korea,Overseas,2024.2.2,658058046,skplanet,1160451,Tools,积分墙,com.skt.skaf.OA00026910,Syrup Android,RTB,play.google.com/store/apps/details?id=com.skt.skaf.OA00026910,https://www.syrup.co.kr/app-ads.txt,Display & Video,KR,,,,,,,,,,,,,,,
Lila,South Korea,Overseas,2024.2.2,337130,skplanet,1160451,Tools,积分墙,430282710,Syrup ios,RTB,APK,https://www.syrup.co.kr/app-ads.txt,Display & Video,KR,,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,202811162,wps,1235,Tools,办公软件,cn.wps.moffice_eng,"WPS Office-PDF,Word,Excel,PPT",Online API,https://play.google.com/store/apps/details?id=cn.wps.moffice_eng,https://www.wps.com/app-ads.txt,Display,"ID, IN, MY, BR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,1753175870,funcorp,113926,Social Entertainment,社交,429610587,iFunny – hot memes and videos ,Prebid,https://apps.apple.com/tr/app/likee-formerly-like-video/id429610587,https://americasbestpics.com/app-ads.txt,Display & Video,"US, BR, CA,JP, MX, KR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,3353869248,funcorp,113926,Social Entertainment,社交,mobi.ifunny,iFunny - cool memes & videos,Prebid,https://play.google.com/store/apps/details?id=mobi.ifunny,https://americasbestpics.com/app-ads.txt,Display & Video,"US, BR, CA,JP, MX, KR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,8155329,funcorp,113926,Social Entertainment,社交,1500918157,ABPV America’s best pics&vids,Prebid,https://apps.apple.com/tr/app/likee-formerly-like-video/id1500918157,https://americasbestpics.com/app-ads.txt,Display & Video,"US, BR, CA,JP, MX, KR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,236622645,funcorp,113926,Social Entertainment,社交,com.americasbestpics&hl=en&gl=US,ABPV America’s best pics&vids,Prebid,https://play.google.com/store/apps/details?id=com.americasbestpics&hl=en&gl=US,https://americasbestpics.com/app-ads.txt,Display & Video,"US, BR, CA,JP, MX, KR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,33003498,funcorp,113926,Social Entertainment,社交,com.gnext.x,iFunny X - cool memes & vids,Prebid,https://play.google.com/store/apps/details?id=com.gnext.x,https://ifunnyx.co/app-ads.txt,Display & Video,"US, BR, CA,JP, MX, KR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,8791262,funcorp,113926,Social Entertainment,社交,1584342274,iFunny X - hot memes & videos ,Prebid,https://apps.apple.com/tr/app/likee-formerly-like-video/id1584342274,https://ifunnyx.co/app-ads.txt,Display & Video,"US, BR, CA,JP, MX, KR",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,8584817,funcorp,113926,Social Entertainment,短视频,com.funtech.funxd,FunXD - short videos,Prebid,https://play.google.com/store/apps/details?id=com.funtech.funxd,https://funxd.co/app-ads.txt,Display & Video,"IN, PK, MX",,,,,,,,,,,,,,,
Roya,Cyprus,Overseas,,7862585,funcorp,113926,Social Entertainment,短视频,com.americasbestpics,ABPV America’s best pics&vids,Prebid,https://play.google.com/store/apps/details?id=com.americasbestpics,https://americasbestpics.com/app-ads.txt,,,,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,mytvsuper,114202,Social Entertainment,长视频,com.tvb.mytvsuper&hl=en,myTV SUPER,Tag,https://play.google.com/store/apps/details?id=com.tvb.mytvsuper&hl=en,https://www.mytvsuper.com/app-ads.txt, Video,HK,,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,0,mytvsuper,114202,Social Entertainment,长视频,1080187984,myTV SUPER,Tag,https://apps.apple.com/us/app/mytv-super/id1080187984,https://www.mytvsuper.com/app-ads.txt,Video,HK,,,,,,,,,,,,,,,
Roya,India,Overseas,,56887024,Mxplayer,114393,Social Entertainment,长视频,com.mxtech.videoplayer.ad,MX Player,RTB,https://play.google.com/store/apps/details?id=com.mxtech.videoplayer.ad,https://apps.mxplayer.in/app-ads.txt,Display & Video,"IN, ID, Middle East country",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,6179013,Wafour,1147,Tools,字典,com.wafour.whanzi,저절로암기 한자 - 잠금화면 한자 암기,RTB,https://play.google.com/store/apps/details?id=com.wafour.whanzi,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,3893943,Wafour,1147,Tools,字典,com.wafour.wapiceng,TOEIC dicitionary,RTB,https://play.google.com/store/apps/details?id=com.wafour.wapiceng,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,4442481,Wafour,1147,Reading,图书,com.wafour.bible,저절로 성경일독 - 잠금화면 오디오 성경,RTB,https://play.google.com/store/apps/details?id=com.wafour.bible,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,0,Wafour,1147,Social Entertainment,AI聊天,com.baek.Gatalk3,Faketalk - Chatbot,RTB,https://play.google.com/store/apps/details?id=com.baek.Gatalk3,http://www.faketalk.net/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,191176,Wafour,1147,Social Entertainment,生活,handasoft.mobile.divination,"2023 점신: 계묘년 신년운세, 오늘의 운세, 사주",RTB,https://play.google.com/store/apps/details?id=handasoft.mobile.divination,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,800179,Wafour,1147,Tools,锁屏软件,com.wafour.widgetweather,Lockscreen Widget - Weather,RTB,https://play.google.com/store/apps/details?id=com.wafour.widgetweather,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,2263615,Wafour,1147,Tools,锁屏软件,com.wafour.cashalarm,캐시알람 - 잠금화면 적립형 알람,RTB,https://play.google.com/store/apps/details?id=com.wafour.cashalarm,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,4288637,Wafour,1147,Tools,字典,com.wafour.wapicjapanese,Lockscreen Japanese Dictionary,RTB,https://play.google.com/store/apps/details?id=com.wafour.wapicjapanese,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,2004621,Wafour,1147,Tools,字典,com.wafour.wapicchinese,Lockscreen Chinese Dictionary,RTB,https://play.google.com/store/apps/details?id=com.wafour.wapicchinese,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,0,Wafour,1147,Social Entertainment,AI聊天,com.baek.Gatalk_market,FakeTalk - Custom AI chatbot,RTB,https://play.google.com/store/apps/details?id=com.baek.Gatalk_market,http://www.faketalk.net/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,423543,Wafour,1147,Tools,锁屏软件,com.wafour.todo,LockScreen Calendar,RTB,https://play.google.com/store/apps/details?id=com.wafour.todo,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,0,Wafour,1147,Reading,图书,com.wafour.quote,"잠금화면 명언 - 명언, 좌우명, 글귀, 인간관계",RTB,https://play.google.com/store/apps/details?id=com.wafour.quote,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,South Korea,Overseas,,447360,Wafour,1147,Tools,锁屏软件,com.wafour.wamathformula,Lockscreen Math Formula,RTB,https://play.google.com/store/apps/details?id=com.wafour.wamathformula,http://www.wafour.com/app-ads.txt,Display,"KR, US, JP",,,,,,,,,,,,,,,
Bella,India,Overseas,,0,Ixigo,1245,Tools,订票,com.ixigo.train.ixitrain,Train Status Ticket Book PNR,Tag,https://play.google.com/store/apps/details?id=com.ixigo.train.ixitrain,https://www.ixigo.com/app-ads.txt,Display,IN,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,2024.2.28,131628413,Bilibili,116552,Social Entertainment,长视频,1548857482,"BiliBili - HD Anime, Videos",RTB,https://apps.apple.com/id/app/bilibili-hd-anime-videos/id1548857482 ,https://www.bilibili.tv/app-ads.txt,Display & Video,PH ID TH MY,,,,,,,,,,,,,,,
Bella,China-Shanghai,Domestic,2024.2.28,3305417318,Bilibili,116552,Social Entertainment,长视频,com.bstar.intl,"BiliBili - HD Anime, Videos",RTB,https://play.google.com/store/apps/details?id=com.bstar.intl,https://www.bilibili.tv/app-ads.txt,Display & Video,PH ID TH MY,,,,,,,,,,,,,,,
Roya,China-Shanghai,Domestic,,501815,manhuaren,112495,Reading,漫画,com.ilike.cartoon,漫画人,Online API,APK,www.manhuaren.com/app-ads.txt,Display,TW，MY，SG,,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,,0,mobismarter,112561,Tools,app图标编辑,1555060905,Icon Changer - Custom Themer ,RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id1555060905,https://www.meta-lifestyle.net/app-ads.txt,Display & Video,"US,CA",,,,,,,,,,,,,,,
Bella,China-Shenzhen,Domestic,,0,mobismarter,112561,Tools,虚拟货币交易,1426179665,ELLIPAL,RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id1426179665,https://www.ellipal.com/app-ads.txt,Display & Video,"US,CA",,,,,,,,,,,,,,,
Roya,Indonesia,Overseas,,4932049,vidio,113159,Social Entertainment,长视频,com.vidio.android ,"Vidio: Sports, Movies, Series",Tag,https://play.google.com/store/apps/details?id=com.vidio.android ,http://www.vidio.com//app-ads.txt,Display & Video,"ID, MY, TW… ",,,,,,,,,,,,,,,
Wayne,China-Beijing,Domestic,,102283,Scooper,113627,Reading,新闻,com.hatsune.eagleee,Scooper News：Trending & Viral,RTB,https://play.google.com/store/apps/details?id=com.hatsune.eagleee,https://scoopernews.com/ads.txt,Display,"ID, BR, VN, IN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,2357089,Snow,113976,Tools,图片编辑,1076859004,Foodie - Camera for life,RTB,https://apps.apple.com/tr/app/likee-formerly-like-video/id1076859004,https://foodie.snow.me/app-ads.txt,Display,"KR, JP, VN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,1102752,Snow,113976,Tools,图片编辑,com.linecorp.foodcam.android,Foodie - Camera for life,RTB,https://play.google.com/store/apps/details?id=com.linecorp.foodcam.android,https://foodie.snow.me/app-ads.txt,Display,"KR, JP, VN",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,6888979,Snow,114973,Tools,图片编辑,com.linecorp.b612.android,B612 AI Photo&Video Editor,RTB,https://play.google.com/store/apps/details?id=com.linecorp.b612.android,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,914361,Snow,114973,Tools,图片编辑,904209370,B612 AI Photo&Video Editor,RTB,https://apps.apple.com/be/app/b612-camera-photo-video-editor/id904209370,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,339035,Snow,114973,Tools,图片编辑,com.snowcorp.soda.android,SODA - Natural Beauty Camera,RTB,https://play.google.com/store/apps/details?id=com.snowcorp.soda.android,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,502365,Snow,114973,Tools,图片编辑,1437880869,SODA - Natural Beauty Camera,RTB,https://apps.apple.com/us/app/soda-natural-beauty-camera/id1437880869,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,3111241,Snow,114973,Tools,图片编辑,com.snowcorp.epik,EPIK,RTB,https://play.google.com/store/apps/details?id=com.snowcorp.epik,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,5601486,Snow,114973,Tools,图片编辑,1577705074,EPIK - 사진 편집,RTB,https://apps.apple.com/kr/app/epik-%EC%82%AC%EC%A7%84-%ED%8E%B8%EC%A7%91/id1577705074,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,373986,Snow,114973,Tools,图片编辑,com.campmobile.snow,SNOW,RTB,https://play.google.com/store/apps/details?id=com.campmobile.snow,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,3848215,Snow,114973,Tools,图片编辑,1022267439,SNOW - Beauty & makeup camera,RTB,https://apps.apple.com/be/app/snow-beauty-makeup-camera/id1022267439,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,1223070,Snow,114973,Tools,图片编辑,com.snowcorp.vita,VITA - Video Editor & Maker,RTB,https://play.google.com/store/apps/details?id=com.snowcorp.vita,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,254752,Snow,114973,Tools,图片编辑,1488430631,VITA - Video Editor & Maker,RTB,https://apps.apple.com/us/app/vita-video-editor-maker/id1488430631,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,2344553,Snow,114973,Reading,漫画,894546091,WEBTOON: Comics,RTB,https://apps.apple.com/tr/app/webtoon-comics/id894546091,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,5274630,Snow,114973,Reading,漫画,com.naver.linewebtoon,WEBTOON,RTB,https://play.google.com/store/apps/details?id=com.naver.linewebtoon,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Roya,China-Beijing,Domestic,,660511,Snow,114973,Tools,图片编辑,com.snowcorp.stickerly.android,Sticker.ly - Sticker Maker,RTB,https://play.google.com/store/apps/details?id=com.snowcorp.stickerly.android,https://snow.me/app-ads.txt,Display,"ID, PH, VN , JP, KR",,,,,,,,,,,,,,,
Bella,US,Overseas,,0,megaclick,114247,Games,-,easybrain.square.puzzle.sudoku,Sudoku - Free & Offline,RTB,APK,https://www.sudoku-games.com/app-ads.txt,Display & Video,"US, CA, JP, MX, BR, ES, GB, DE ",,,,,,,,,,,,,,,
Bella,US,Overseas,,0,megaclick,114247,Games,-,com.xz.haiyouxiwang.goo,Legend of bubble Dragon,RTB,APK,https://www.mega-click.io/app-ads.txt,Display & Video,"US, CA, JP, MX, BR, ES, GB, DE ",,,,,,,,,,,,,,,
